accepted_by,active,component_name,component_version,created,cvssv3_score,description,epss_percentile,epss_score,false_p,file_path,id,is_mitigated,line,long_term_acceptance,mitigated,mitigation,priority,priority_classification,references,reviewed_by,risk_status,severity,sla_age,sla_days_remaining,sla_expiration_date,sla_start_date,title,risk_acceptance_expiration_date,environment_image,cluster,registry_image,repository_image,namespace_image,tag_image,cloud_id,hostname,custom_id,found_by,engagement,area_responsible,product,product_type,product_type_environment,company,endpoints,vulnerability_ids,tags,classification
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 10:27:00.000+00:00,0,Several Terraform modules declare providers without pinning to a specific version range. Uncontrolled provider upgrades during terraform init can introduce breaking changes or subtle behavioral differences in infrastructure configuration. Demo record 28.,0.29442,0.00068,False,src/main/io.demo/fake-db-driver/demo_28.java,10000028,False,,,,4.5.9,0.00,Info,https://demo.example.com/advisories/DEMO-BEST-PRACTICES,,Risk Active,Info,207,1006,2029-02-20,2028-08-24,Terraform module lacks required_providers version constraints - Demo 28,,,,,,,,,,,Checkov,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,,engine_iac,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 10:28:00.000+00:00,8,"A transitive dependency of the orders service pulls in org.fake:demo-serializer 0.9.1, which appears on the internal security blacklist following the discovery of obfuscated exfiltration code in a previous patch release. Demo record 29.",0.15253,0.00057,False,src/main/org.demo/fake-xml-parser/demo_29.java,10000029,False,,,,Remove org.fake:demo-serializer from the dependency graph. Replace with a vetted serialization alternative and verify no other transitive paths re-introduce the package.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99027 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99027 NEWLINE https://demo.example.com/advisories/CVE-2025-99027,,Risk Active,High,208,-12,2026-05-09,2025-11-10,Blacklisted dependency: known malicious package in transitive graph - Demo 29,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99027 org.demo_fake-xml-parser 1.0.0,black_list; engine_dependencies,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 10:29:00.000+00:00,9.8,The session management module generates tokens with only 32 bits of entropy using a predictable PRNG seeded with system time. An attacker can brute-force valid tokens and hijack authenticated sessions without credentials. Demo record 30.,0.24348,0.0005,False,src/main/com.fake/demo-session-manager/demo_30.java,10000030,False,,,,Upgrade com.fake:demo-session-manager to 3.0.0 or replace token generation with java.security.SecureRandom with at least 128-bit entropy.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99001 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99001 NEWLINE https://demo.example.com/advisories/CVE-2025-99001,,Risk Active,Critical,209,-36,2026-04-15,2025-10-17,Broken Authentication: Session tokens with insufficient entropy - Demo 30,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99001 com.fake_demo-session-manager 2.3.4,fluidattacks,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 10:30:00.000+00:00,8.1,The user search endpoint concatenates user-supplied input directly into SQL statements without sanitization. An unauthenticated attacker can extract the full database contents or execute arbitrary DDL commands. Demo record 31.,0.39401,0.00038,False,src/main/io.example/demo-auth-lib/demo_31.java,10000031,False,,,,Upgrade io.example:demo-auth-lib to 5.1.3 and replace all dynamic query construction with prepared statements.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99002 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99002 NEWLINE https://demo.example.com/advisories/CVE-2025-99002,,Risk Active,High,180,22,2026-06-12,2025-12-14,SQL Injection via unparameterized dynamic query builder - Demo 31,,,,,,,,,,,fluidattacks,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99002 io.example_demo-auth-lib 5.1.0,fluidattacks,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 10:31:00.000+00:00,7.5,AES-128 encryption keys are hardcoded in the application source code and committed to the version control history. Any developer or CI/CD agent with repository access can retrieve and misuse these keys. Demo record 32.,0.31719,0.00054,False,src/main/com.demo/example-cache/demo_32.java,10000032,False,,,,Rotate all exposed keys immediately. Move secrets to a vault solution (e.g. HashiCorp Vault or AWS Secrets Manager). Remove key material from git history.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99003 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99003 NEWLINE https://demo.example.com/advisories/CVE-2025-99003,,Risk Active,High,181,36,2026-06-26,2025-12-28,Sensitive Data Exposure: Cryptographic keys stored in source code - Demo 32,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99003 com.demo_example-cache 3.2.1,fluidattacks,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 10:32:00.000+00:00,6.1,Error messages rendered by the XML parser module reflect unescaped request parameters into the HTML response. A remote attacker can craft a malicious link and execute arbitrary JavaScript in the victim's browser context. Demo record 33.,0.18492,0.00077,False,src/main/org.fake/demo-logger/demo_33.java,10000033,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0 and apply output encoding on all user-supplied values before HTML rendering.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99004 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99004 NEWLINE https://demo.example.com/advisories/CVE-2025-99004,,Risk Active,Medium,182,72,2026-08-01,2026-02-02,Cross-Site Scripting (Reflected) in error response body - Demo 33,,,,,,,,,,,fluidattacks,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99004 org.fake_demo-logger 1.8.5,fluidattacks,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 10:33:00.000+00:00,5.3,The logger library is configured to write full exception stack traces and internal class paths into HTTP responses in production. This information aids an attacker in identifying exploitable components and their versions. Demo record 34.,0.00323,0.00085,False,src/main/com.example/demo-scheduler/demo_34.java,10000034,False,,,,2.0.2,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99005 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99005 NEWLINE https://demo.example.com/advisories/CVE-2025-99005,,Risk Active,Medium,183,88,2026-08-17,2026-02-18,Verbose logging exposes internal stack traces to end users - Demo 34,,,,,,,,,,,fluidattacks,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99005 com.example_demo-scheduler 2.0.0,fluidattacks,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 10:34:00.000+00:00,8.8,The policy download endpoint accepts a numeric document ID as a URL parameter without verifying ownership. Any authenticated user can iterate IDs and download confidential policy documents belonging to other customers. Demo record 35.,0.18972,0.00088,False,src/main/io.demo/fake-template-engine/demo_35.java,10000035,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 and implement resource-level authorization checks on every download request.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99006 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99006 NEWLINE https://demo.example.com/advisories/CVE-2025-99006,,Risk Active,High,184,4,2026-05-25,2025-11-26,Insecure Direct Object Reference in policy document download - Demo 35,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99006 io.demo_fake-template-engine 6.3.0,fluidattacks,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 10:35:00.000+00:00,3.1,"Responses from the insurance portal do not include the Strict-Transport-Security (HSTS) header. Clients connecting over HTTP are not automatically upgraded to HTTPS, enabling potential downgrade attacks on insecure networks. Demo record 36.",0.01575,0.00011,False,src/main/org.demo/fake-serializer/demo_36.java,10000036,False,,,,,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99007 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99007 NEWLINE https://demo.example.com/advisories/CVE-2025-99007,,Risk Active,Low,185,135,2026-10-03,2026-04-06,Missing HTTP Strict-Transport-Security header - Demo 36,,,,,,,,,,,fluidattacks,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99007 org.demo_fake-serializer 0.9.1,fluidattacks,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 10:36:00.000+00:00,5.9,"The login flow in the test environment accepts an arbitrary returnUrl parameter and redirects the user post-authentication without validating the destination domain, enabling phishing via trusted-domain redirects. Demo record 37.",0.19922,0.00081,False,src/main/com.demo/fake-crypto-lib/demo_37.java,10000037,False,,,,Upgrade org.example:demo-http-client to 2.1.4 and implement an allowlist of valid redirect destinations.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99008 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99008 NEWLINE https://demo.example.com/advisories/CVE-2025-99008,,Risk Active,Medium,186,56,2026-07-16,2026-01-17,Open Redirect via unvalidated returnUrl query parameter - Demo 37,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99008 com.demo_fake-crypto-lib 1.2.3,fluidattacks,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 10:37:00.000+00:00,9.1,The S3 bucket used by the orders service for storing order attachments is configured with ACL public-read and has server-side encryption disabled. Any unauthenticated internet user can list and download customer order files. Demo record 38.,0.35397,0.0009,False,src/main/org.example/demo-http-client/demo_38.java,10000038,False,,,,Enable SSE-S3 or SSE-KMS encryption. Remove public-read ACL and enforce bucket policy to deny public access. Upgrade cache lib to 3.3.0.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99009 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99009 NEWLINE https://demo.example.com/advisories/CVE-2025-99009,,Risk Active,Critical,187,-13,2026-05-08,2025-11-09,AWS S3 bucket with public read access and no encryption at rest - Demo 38,,,,,,,,,,,AWS Config,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99009 org.example_demo-http-client 2.1.0,c2c,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 10:38:00.000+00:00,8,"An IAM role attached to the orders microservice grants ""Action: *"" on ""Resource: *"" without condition keys. A compromised instance can call any AWS API including IAM manipulation APIs, enabling full account takeover. Demo record 39.",0.15131,0.00074,False,src/main/com.example/fake-json-parser/demo_39.java,10000039,False,,,,Restrict IAM role to least-privilege actions required by the service. Apply permission boundaries.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99010 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99010 NEWLINE https://demo.example.com/advisories/CVE-2025-99010,,Risk Active,High,188,23,2026-06-13,2025-12-15,IAM role with wildcard action allows privilege escalation - Demo 39,,,,,,,,,,,AWS Config,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99010 com.example_fake-json-parser 3.0.1,c2c,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 10:39:00.000+00:00,6.5,"AWS CloudTrail is not enabled for management event logging in the us-east-1 region. Privileged API calls including IAM changes and security group modifications go unrecorded, reducing visibility for incident response. Demo record 40.",0.02071,0.00048,False,src/main/io.demo/fake-db-driver/demo_40.java,10000040,False,,,,4.5.9,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99011 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99011 NEWLINE https://demo.example.com/advisories/CVE-2025-99011,,Risk Active,Medium,189,74,2026-08-03,2026-02-04,CloudTrail logging disabled for management events in region us-east-1 - Demo 40,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99011 io.demo_fake-db-driver 4.5.2,c2c,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 10:40:00.000+00:00,5.5,The EC2 security group associated with the insurance service allows inbound TCP port 22 (SSH) from all IPv4 addresses. This unnecessarily expands the attack surface and enables brute-force login attempts from the internet. Demo record 41.,0.23202,0.00066,False,src/main/org.demo/fake-xml-parser/demo_41.java,10000041,False,,,,Restrict SSH access to a bastion host IP range or use AWS Systems Manager Session Manager to eliminate SSH exposure entirely.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99012 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99012 NEWLINE https://demo.example.com/advisories/CVE-2025-99012,,Risk Active,Medium,190,68,2026-07-28,2026-01-29,Security group allows unrestricted inbound SSH access from 0.0.0.0/0 - Demo 41,,,,,,,,,,,AWS Config,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99012 org.demo_fake-xml-parser 1.0.0,c2c,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 10:41:00.000+00:00,3.5,The RDS database instance for the insurance service has automated backups disabled. A failure or ransomware event would result in irreversible data loss without a point-in-time recovery option. Demo record 42.,0.02691,0.00013,False,src/main/com.fake/demo-session-manager/demo_42.java,10000042,False,,,,Enable automated backups with a retention period of at least 7 days. Upgrade template engine to 6.3.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99013 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99013 NEWLINE https://demo.example.com/advisories/CVE-2025-99013,,Risk Active,Low,191,131,2026-09-29,2026-04-02,RDS instance with automated backups disabled - Demo 42,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99013 com.fake_demo-session-manager 2.3.4,c2c,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 10:42:00.000+00:00,7.8,org.example:demo-http-client versions below 2.1.4 do not validate redirect destinations when following 3xx responses. An attacker controlling a server can redirect the client to internal network endpoints (e.g. AWS metadata service at 169.254.169.254). Demo record 43.,0.19045,0.00047,False,src/main/io.example/demo-auth-lib/demo_43.java,10000043,False,,,,Upgrade org.example:demo-http-client to 2.1.4.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99014 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99014 NEWLINE https://demo.example.com/advisories/CVE-2025-99014,,Risk Active,High,192,2,2026-05-23,2025-11-24,HTTP Client: Server-Side Request Forgery via malformed redirect handling - Demo 43,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99014 io.example_demo-auth-lib 5.1.0,engine_dependencies,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 10:43:00.000+00:00,6.2,"com.example:fake-json-parser versions before 3.0.3 do not impose limits on object nesting depth. A crafted JSON payload with thousands of nested objects causes unbounded memory allocation and stack overflow, leading to denial of service. Demo record 44.",0.20902,0.00019,False,src/main/com.demo/example-cache/demo_44.java,10000044,False,,,,Upgrade com.example:fake-json-parser to 3.0.3.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99015 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99015 NEWLINE https://demo.example.com/advisories/CVE-2025-99015,,Risk Active,Medium,193,53,2026-07-13,2026-01-14,JSON Parser: Uncontrolled resource consumption via deeply nested input - Demo 44,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99015 com.demo_example-cache 3.2.1,engine_dependencies,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 10:44:00.000+00:00,8.2,com.demo:fake-crypto-lib prior to 1.2.5 uses a PRNG with a measurable statistical bias when generating RSA prime candidates. Sufficiently large samples of public keys generated by the affected library can be factored using a lattice-based attack. Demo record 45.,0.34178,0.00087,False,src/main/org.fake/demo-logger/demo_45.java,10000045,False,,,,Upgrade com.demo:fake-crypto-lib to 1.2.5.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99016 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99016 NEWLINE https://demo.example.com/advisories/CVE-2025-99016,,Risk Active,High,194,-21,2026-04-30,2025-11-01,Crypto Lib: Weak RSA key generation due to biased PRNG - Demo 45,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99016 org.fake_demo-logger 1.8.5,engine_dependencies,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 10:45:00.000+00:00,9.8,io.demo:fake-db-driver versions before 4.5.9 deserialize server-provided responses without type validation. A malicious or compromised database server can deliver a gadget chain payload that executes arbitrary code on the application host. Demo record 46.,0.25767,0.00068,False,src/main/com.example/demo-scheduler/demo_46.java,10000046,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 immediately.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99017 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99017 NEWLINE https://demo.example.com/advisories/CVE-2025-99017,,Risk Active,Critical,195,-75,2026-03-07,2025-09-08,DB Driver: Remote code execution via deserialization of untrusted data - Demo 46,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99017 com.example_demo-scheduler 2.0.0,engine_dependencies,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 10:46:00.000+00:00,5.8,"io.example:demo-auth-lib before 5.1.3 accepts JWTs with the ""none"" algorithm if the header algorithm field is set to ""None"" (mixed case). An attacker can forge arbitrary JWT payloads and bypass authentication entirely. Demo record 47.",0.18347,0.0009,False,src/main/io.demo/fake-template-engine/demo_47.java,10000047,False,,,,"Upgrade io.example:demo-auth-lib to 5.1.3 and explicitly reject the ""none"" algorithm in the JWT validation configuration.",0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99018 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99018 NEWLINE https://demo.example.com/advisories/CVE-2025-99018,,Risk Active,Medium,196,21,2026-06-11,2025-12-13,Auth Lib: JWT signature verification bypass with algorithm confusion - Demo 47,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99018 io.demo_fake-template-engine 6.3.0,engine_dependencies,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 10:47:00.000+00:00,3.7,com.example:demo-scheduler version 2.0.0 does not validate cron expressions before parsing. A user with job scheduling permissions can submit an expression with a zero-length time unit that causes an infinite loop in the scheduler thread. Demo record 48.,0.10221,0.00011,False,src/main/org.demo/fake-serializer/demo_48.java,10000048,False,,,,Upgrade com.example:demo-scheduler to 2.0.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99019 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99019 NEWLINE https://demo.example.com/advisories/CVE-2025-99019,,Risk Active,Low,197,97,2026-08-26,2026-02-27,Scheduler: Denial of service via malformed cron expression - Demo 48,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99019 org.demo_fake-serializer 0.9.1,engine_dependencies,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 10:48:00.000+00:00,6.5,"org.demo:fake-xml-parser versions before 1.1.0 do not set limits on XML entity expansion. A small XML document that references deeply nested entities can expand to gigabytes in memory, causing out-of-memory conditions. Demo record 49.",0.18488,0.0004,False,src/main/com.demo/fake-crypto-lib/demo_49.java,10000049,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99020 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99020 NEWLINE https://demo.example.com/advisories/CVE-2025-99020,,Risk Active,Medium,198,33,2026-06-23,2025-12-25,XML Parser: Billion laughs XML entity expansion attack - Demo 49,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99020 com.demo_fake-crypto-lib 1.2.3,engine_dependencies,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 10:49:00.000+00:00,5,io.demo:fake-template-engine 6.3.0 evaluates template expressions found in user input without sandboxing. An attacker can inject template directives that execute arbitrary server-side code or read sensitive files from the filesystem. Demo record 50.,0.20312,0.00094,False,src/main/org.example/demo-http-client/demo_50.java,10000050,False,,,,Upgrade io.demo:fake-template-engine to 6.3.2 and always sanitize input before passing it to the template rendering context.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99021 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99021 NEWLINE https://demo.example.com/advisories/CVE-2025-99021,,Risk Active,Medium,199,79,2026-08-08,2026-02-09,Template Engine: Server-side template injection via user-controlled input - Demo 50,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99021 org.example_demo-http-client 2.1.0,engine_dependencies,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 10:50:00.000+00:00,8.6,The Docker image for the accounts service runs processes as root (UID 0) and mounts the application volume as read-write. A container escape or RCE vulnerability would immediately grant root-level access to the host namespace. Demo record 51.,0.15408,0.00063,False,src/main/com.example/fake-json-parser/demo_51.java,10000051,False,,,,Define a non-root USER in the Dockerfile and set the root filesystem to read-only using securityContext.readOnlyRootFilesystem: true.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99022 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99022 NEWLINE https://demo.example.com/advisories/CVE-2025-99022,,Risk Active,High,200,8,2026-05-29,2025-11-30,Container image running as root user without read-only filesystem - Demo 51,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99022 com.example_fake-json-parser 3.0.1,engine_container,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 10:51:00.000+00:00,5.5,The orders service container image is built on a base OS image that reached end-of-life and no longer receives security patches. Several high-severity kernel and libc vulnerabilities remain unpatched in the base layer. Demo record 52.,0.28249,0.00033,False,src/main/io.demo/fake-db-driver/demo_52.java,10000052,False,,,,Rebuild image using a maintained base image (e.g. alpine:3.19 or debian:bookworm-slim). Pin base image digest to prevent supply-chain substitution.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99023 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99023 NEWLINE https://demo.example.com/advisories/CVE-2025-99023,,Risk Active,Medium,201,56,2026-07-16,2026-01-17,Container image based on deprecated base OS with unpatched CVEs - Demo 52,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99023 io.demo_fake-db-driver 4.5.2,engine_container,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 10:52:00.000+00:00,3.3,Database credentials and API keys are injected as environment variables in the Kubernetes pod specification using plain-text values. Environment variables are readable by any process in the container and may be leaked via /proc inspection. Demo record 53.,0.34545,0.00066,False,src/main/org.demo/fake-xml-parser/demo_53.java,10000053,False,,,,1.1.0,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99024 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99024 NEWLINE https://demo.example.com/advisories/CVE-2025-99024,,Risk Active,Low,202,127,2026-09-25,2026-03-29,Secrets mounted as environment variables in container spec - Demo 53,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99024 org.demo_fake-xml-parser 1.0.0,engine_container,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 10:53:00.000+00:00,0,"The insurance service Dockerfile does not define a HEALTHCHECK instruction. Without a health check, orchestrators cannot detect hung or unresponsive containers and may route traffic to degraded instances. Demo record 54.",0.10914,0.00077,False,src/main/com.fake/demo-session-manager/demo_54.java,10000054,False,,,,Add HEALTHCHECK INTERVAL=30s TIMEOUT=5s CMD curl -f http://localhost:8080/actuator/health || exit 1 to the Dockerfile.,0.00,Info,https://demo.example.com/advisories/DEMO-BEST-PRACTICES,,Risk Active,Info,203,992,2029-02-06,2028-08-10,Container image has no defined HEALTHCHECK instruction - Demo 54,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,,engine_container,Business Application
